speciesId,speciesName,score,attack,defense,hp,statProduct,fastMove,chargedMove1,chargedMove2,leadScore,switchScore,closerScore,attackerScore,topMatchups,topCounters
smeargle,Smeargle,97.8,,,,,LOCK_ON,V_CREATE,LEAF_BLADE,100,100,100,91.1,stunfisk_galarian:774;bastiodon:751;jellicent:848;bronzor:644;shuckle_shadow:614,wobbuffet:338;wynaut:492;wobbuffet_shadow:419;deino:494;altaria:391
stunfisk,Stunfisk,66,,,,,THUNDER_SHOCK,MUD_BOMB,DISCHARGE,59.1,61.5,60.9,40,bastiodon:790;bronzor:525;jellicent:647;nidoqueen_shadow:806;marowak_alolan:709,stunfisk_galarian:362;shuckle_shadow:434;shuckle:404;smeargle:203;wobbuffet:248
steelix,Steelix,65.9,,,,,DRAGON_TAIL,EARTHQUAKE,CRUNCH,60.4,48.3,69,53.9,bastiodon:812;bronzor:541;shuckle_shadow:625;shuckle:631;nidoqueen_shadow:826,stunfisk_galarian:234;smeargle:181;wobbuffet:302;jellicent:300;cottonee:421
vulpix,Vulpix,65.9,,,,,EMBER,WEATHER_BALL_FIRE,BODY_SLAM,53.8,54.5,64.2,49.2,victreebel_shadow:772;cottonee:651;wigglytuff:601;budew:696;spritzee:601,stunfisk_galarian:413;smeargle:418;bronzor:411;bastiodon:193;nidoqueen_shadow:443
dragonite,Dragonite,65.8,,,,,DRAGON_BREATH,DRAGON_CLAW,HURRICANE,42.6,56.3,66.7,57.5,victreebel_shadow:769;budew:630;gloom_shadow:653;oddish_shadow:692;vileplume_shadow:692,stunfisk_galarian:326;smeargle:359;jellicent:477;bastiodon:193;wobbuffet:365
dratini,Dratini,65.8,,,,,DRAGON_BREATH,AQUA_TAIL,WRAP,50,58.2,61.6,56.1,bastiodon:537;nidoqueen_shadow:550;victreebel_shadow:696;budew:588;pachirisu:518,smeargle:455;stunfisk_galarian:209;jellicent:477;wobbuffet:340;bronzor:296
nidoqueen_shadow,Nidoqueen (Shadow),65.8,,,,,POISON_JAB,POISON_FANG,EARTH_POWER,57.9,53.2,57.3,48.4,bastiodon:712;cottonee:750;wobbuffet_shadow:693;wigglytuff:687;marowak_alolan:600,smeargle:403;stunfisk_galarian:163;wobbuffet:438;shuckle:440;jellicent:377
sandslash_alolan,Sandslash (Alolan),65.8,,,,,POWDER_SNOW,ICE_PUNCH,BULLDOZE,58.2,41.1,59.4,47.4,bastiodon:618;nidoqueen_shadow:784;victreebel_shadow:562;cottonee:701;wigglytuff:611,stunfisk_galarian:438;bronzor:488;jellicent:288;shuckle_shadow:238;smeargle:122
beedrill_shadow,Beedrill (Shadow),65.7,,,,,POISON_JAB,X_SCISSOR,DRILL_RUN,51.2,50.5,66.7,46.7,wobbuffet:777;jellicent:506;wynaut:777;victreebel_shadow:675;cottonee:695,stunfisk_galarian:244;nidoqueen_shadow:475;smeargle:181;marill:383;shuckle:160
melmetal,Melmetal,65.7,,,,,THUNDER_SHOCK,SUPER_POWER,ROCK_SLIDE,67.2,46.1,57.6,30.8,stunfisk_galarian:755;bastiodon:785;shuckle:541;victreebel_shadow:517;wigglytuff:625,bronzor:407;jellicent:461;shuckle_shadow:345;nidoqueen_shadow:362;cottonee:489
farfetchd,Farfetch'd,65.6,,,,,FURY_CUTTER,LEAF_BLADE,AERIAL_ACE,45.6,66.8,73.8,35.1,jellicent:687;victreebel_shadow:512;budew:656;gloom_shadow:518;chikorita:587,stunfisk_galarian:336;bastiodon:268;smeargle:314;wobbuffet:329;nidoqueen_shadow:475
sableye_shadow,Sableye (Shadow),65.6,,,,,SHADOW_CLAW,FOUL_PLAY,POWER_GEM,51.7,56.1,70.5,44.8,wobbuffet:650;bronzor:514;jellicent:592;nidoqueen_shadow:621;wynaut:671,stunfisk_galarian:311;bastiodon:443;shuckle_shadow:333;shuckle:333;marill:370
drapion_shadow,Drapion (Shadow),65.5,,,,,POISON_STING,AQUA_TAIL,SLUDGE_BOMB,49.8,63.5,73.3,30.1,nidoqueen_shadow:656;marill:529;wobbuffet_shadow:514;marowak_alolan:626;budew:589,stunfisk_galarian:357;bastiodon:475;smeargle:359;wobbuffet:400;jellicent:344
toxicroak,Toxicroak,65.5,,,,,COUNTER,MUD_BOMB,SLUDGE_BOMB,61.6,49.4,58.8,54.2,stunfisk_galarian:697;bastiodon:723;skorupi_shadow:552;sandslash_alolan:802;seel:519,smeargle:411;shuckle:440;shuckle_shadow:339;wobbuffet:304;nidoqueen_shadow:381
turtwig_shadow,Turtwig (Shadow),65.5,,,,,RAZOR_LEAF,BODY_SLAM,SEED_BOMB,57.7,55.3,51.6,64.9,stunfisk_galarian:558;jellicent:858;marill:670;pachirisu:529;slurpuff:529,bastiodon:468;smeargle:266;wobbuffet:308;shuckle_shadow:291;bronzor:188
machoke,Machoke,65.4,,,,,KARATE_CHOP,CROSS_CHOP,DYNAMIC_PUNCH,64.7,49.6,56.3,39.3,stunfisk_galarian:827;bastiodon:740;smeargle:623;sandslash_alolan:777;seel:586,shuckle:440;shuckle_shadow:386;jellicent:283;bronzor:203;wobbuffet:193
mawile_shadow,Mawile (Shadow),65.4,,,,,FIRE_FANG,POWER_UP_PUNCH,PLAY_ROUGH,68.4,52.9,54.1,58.1,stunfisk_galarian:723;bastiodon:656;nidoqueen_shadow:694;victreebel_shadow:701;cottonee:582,bronzor:446;smeargle:181;jellicent:316;shuckle:309;wobbuffet:270
munchlax,Munchlax,65.4,,,,,LICK,BODY_SLAM,BULLDOZE,56.5,55.7,63.3,40.5,bastiodon:641;jellicent:745;marowak_alolan:705;budew:524;skorupi_shadow:653,stunfisk_galarian:397;smeargle:314;bronzor:457;shuckle_shadow:315;shuckle:327
poliwag_shadow,Poliwag (Shadow),65.4,,,,,MUD_SHOT,BODY_SLAM,MUD_BOMB,60.5,55.4,62.1,30.8,stunfisk_galarian:835;bastiodon:629;nidoqueen_shadow:535;marowak_alolan:782;sandslash_alolan:782,bronzor:373;smeargle:222;jellicent:355;wobbuffet:278;shuckle_shadow:220
azumarill,Azumarill,65.3,,,,,BUBBLE,ICE_BEAM,HYDRO_PUMP,60.7,45.8,63,44.7,stunfisk_galarian:702;bastiodon:671;wynaut:545;wobbuffet_shadow:509;marowak_alolan:608,shuckle_shadow:464;bronzor:357;shuckle:434;wobbuffet:344;jellicent:333
azumarill_xs,Azumarill,65.3,,,,,BUBBLE,ICE_BEAM,HYDRO_PUMP,60.7,46.2,63.1,45,stunfisk_galarian:702;bastiodon:671;wynaut:545;wobbuffet_shadow:509;marowak_alolan:608,shuckle_shadow:464;bronzor:357;shuckle:434;wobbuffet:344;jellicent:333
chesnaught,Chesnaught,65.2,,,,,VINE_WHIP,SUPER_POWER,ENERGY_BALL,61.3,37.6,61.3,42.5,stunfisk_galarian:852;bastiodon:802;marill:718;pachirisu:556;chikorita:584,jellicent:427;shuckle_shadow:345;shuckle:333;wobbuffet:272;smeargle:122
nidoqueen,Nidoqueen,65.2,,,,,POISON_JAB,POISON_FANG,EARTH_POWER,56.1,64,57.2,45.7,bastiodon:712;cottonee:737;wigglytuff:700;pachirisu:743;spritzee:650,stunfisk_galarian:188;smeargle:314;shuckle_shadow:440;wobbuffet:404;shuckle:380
umbreon,Umbreon,65.2,,,,,SNARL,FOUL_PLAY,LAST_RESORT,54.4,56.7,65.5,43.7,bronzor:758;jellicent:725;victreebel_shadow:510;marowak_alolan:708;pachirisu:565,stunfisk_galarian:377;bastiodon:418;smeargle:385;wobbuffet:397;shuckle_shadow:279
scizor_shadow,Scizor (Shadow),65.1,,,,,BULLET_PUNCH,NIGHT_SLASH,IRON_HEAD,55.3,49.7,66.8,45.7,jellicent:635;nidoqueen_shadow:677;victreebel_shadow:593;cottonee:516;budew:627,stunfisk_galarian:433;bastiodon:231;shuckle_shadow:434;shuckle:404;wobbuffet:357
goodra,Goodra,65,,,,,DRAGON_BREATH,POWER_WHIP,MUDDY_WATER,51.7,66.3,59.4,54.9,jellicent:679;victreebel_shadow:641;marowak_alolan:619;budew:611;pachirisu:589,stunfisk_galarian:438;bastiodon:387;smeargle:396;wobbuffet:323;shuckle_shadow:255
growlithe_shadow,Growlithe (Shadow),65,,,,,EMBER,BODY_SLAM,FLAMETHROWER,62.6,46.4,62.4,53.1,stunfisk_galarian:719;bronzor:524;victreebel_shadow:664;cottonee:567;budew:615,smeargle:429;bastiodon:206;wobbuffet:327;nidoqueen_shadow:456;jellicent:316
hariyama_shadow,Hariyama (Shadow),65,,,,,COUNTER,CLOSE_COMBAT,HEAVY_SLAM,61.4,48.3,60.2,57.1,stunfisk_galarian:863;bastiodon:811;sandslash_alolan:849;mawile_shadow:570;sandshrew_alolan:849,smeargle:492;shuckle_shadow:321;wobbuffet:297;shuckle:333;nidoqueen_shadow:356
mew,Mew,65,,,,,SHADOW_CLAW,WILD_CHARGE,SURF,57.7,64,61.8,31.5,stunfisk_galarian:787;wynaut:630;wobbuffet_shadow:527;marowak_alolan:657;skorupi:630,bastiodon:387;smeargle:285;wobbuffet:491;bronzor:392;jellicent:350
nincada,Nincada,64.9,,,,,BUG_BITE,NIGHT_SLASH,BUG_BUZZ,55.2,58.7,68.4,45.8,stunfisk_galarian:506;nidoqueen_shadow:601;wobbuffet_shadow:791;wynaut:626;pachirisu:740,bastiodon:425;wobbuffet:465;shuckle:464;bronzor:346;smeargle:181
vibrava_shadow,Vibrava (Shadow),64.9,,,,,DRAGON_BREATH,SAND_TOMB,BUG_BUZZ,55.2,59.6,56.9,60.9,bastiodon:651;jellicent:569;nidoqueen_shadow:677;marowak_alolan:803;pachirisu:759,stunfisk_galarian:403;smeargle:355;bronzor:323;shuckle_shadow:363;wobbuffet:289
whiscash,Whiscash,64.9,,,,,MUD_SHOT,MUD_BOMB,BLIZZARD,66,57.1,52.5,37.6,stunfisk_galarian:862;bastiodon:823;nidoqueen_shadow:769;marowak_alolan:848;cottonee:509,bronzor:380;shuckle:404;shuckle_shadow:321;jellicent:338;wobbuffet:278
blastoise_shadow,Blastoise (Shadow),64.8,,,,,WATER_GUN,HYDRO_CANNON,ICE_BEAM,64.5,50.2,56.5,51.5,stunfisk_galarian:787;bastiodon:561;shuckle_shadow:582;nidoqueen_shadow:691;marowak_alolan:787,bronzor:384;smeargle:248;wobbuffet:336;shuckle:357;jellicent:283
nidoran_female_shadow,Nidoran♀ (Shadow),64.8,,,,,POISON_STING,BODY_SLAM,POISON_FANG,47.9,56.2,65.5,45.4,cottonee:771;victreebel_shadow:609;wigglytuff:714;spritzee:700;budew:595,smeargle:377;stunfisk_galarian:153;bastiodon:243;wobbuffet:363;jellicent:355
drifblim,Drifblim,64.7,,,,,HEX,ICY_WIND,SHADOW_BALL,54.4,46.4,65.2,36,stunfisk_galarian:533;wobbuffet:747;wynaut:752;wobbuffet_shadow:880;marowak_alolan:603,bronzor:438;smeargle:277;jellicent:438;bastiodon:137;shuckle_shadow:238
castform_sunny,Castform (Sunny),64.6,,,,,EMBER,WEATHER_BALL_FIRE,SOLAR_BEAM,55.2,53.3,61.6,49,victreebel_shadow:752;cottonee:623;wigglytuff:576;budew:647;spritzee:629,stunfisk_galarian:464;smeargle:422;bronzor:415;bastiodon:193;jellicent:372
dragonair,Dragonair,64.6,,,,,DRAGON_BREATH,AQUA_TAIL,RETURN,47,57.9,59.1,55.5,bastiodon:555;nidoqueen_shadow:562;victreebel_shadow:666;budew:548;pachirisu:625,stunfisk_galarian:209;smeargle:270;jellicent:477;wobbuffet:344;bronzor:296
vulpix_alolan,Vulpix (Alolan),64.6,,,,,POWDER_SNOW,WEATHER_BALL_ICE,DARK_PULSE,50,68.7,59.7,43.1,jellicent:816;nidoqueen_shadow:639;cottonee:601;wigglytuff:512;budew:556,stunfisk_galarian:423;smeargle:274;bronzor:326;bastiodon:143;wobbuffet:285
abomasnow_shadow,Abomasnow (Shadow),64.5,,,,,POWDER_SNOW,WEATHER_BALL_ICE,ENERGY_BALL,55.8,45,59.4,39.9,stunfisk_galarian:885;jellicent:614;victreebel_shadow:566;marill:620;budew:638,bronzor:273;nidoqueen_shadow:381;wobbuffet:231;bastiodon:106;shuckle_shadow:220
falinks,Falinks,64.5,,,,,COUNTER,SUPER_POWER,MEGAHORN,59.5,44.8,64,52.3,stunfisk_galarian:804;bastiodon:812;sandslash_alolan:843;seel:609;mawile_shadow:609,smeargle:411;wobbuffet:365;shuckle_shadow:345;shuckle:357;nidoqueen_shadow:343
tropius,Tropius,64.5,,,,,AIR_SLASH,LEAF_BLADE,AERIAL_ACE,49.6,61.2,60.7,45,victreebel_shadow:854;wynaut:614;marill:640;budew:796;gloom_shadow:812,stunfisk_galarian:464;bastiodon:268;wobbuffet:493;smeargle:181;bronzor:219
jigglypuff,Jigglypuff,64.4,,,,,FEINT_ATTACK,BODY_SLAM,DISARMING_VOICE,47.3,64.3,65.3,43.7,jellicent:762;marowak_alolan:618;budew:540;sandslash_alolan:562;mawile_shadow:567,stunfisk_galarian:397;bastiodon:400;smeargle:318;wobbuffet:300;bronzor:215
poliwrath,Poliwrath,64.4,,,,,MUD_SHOT,DYNAMIC_PUNCH,ICE_PUNCH,61.3,50.2,58.5,31.6,stunfisk_galarian:801;bastiodon:788;nidoqueen_shadow:564;sandslash_alolan:628;mawile_shadow:641,smeargle:429;shuckle_shadow:458;shuckle:404;bronzor:234;wobbuffet:210
talonflame,Talonflame,64.4,,,,,INCINERATE,BRAVE_BIRD,FLAME_CHARGE,66.8,37.7,63,41,stunfisk_galarian:863;smeargle:662;victreebel_shadow:772;wobbuffet_shadow:740;wynaut:564,bronzor:442;wobbuffet:314;nidoqueen_shadow:381;bastiodon:112;jellicent:227
venonat,Venonat,64.4,,,,,BUG_BITE,POISON_FANG,SIGNAL_BEAM,52.5,56.7,62.1,52.8,wobbuffet:560;victreebel_shadow:772;wynaut:570;cottonee:676;wigglytuff:636,stunfisk_galarian:260;smeargle:285;bastiodon:175;bronzor:288;nidoqueen_shadow:462
cubone,Cubone,64.3,,,,,MUD_SLAP,BONE_CLUB,RETURN,67,46.4,55.9,52.5,stunfisk_galarian:741;bastiodon:787;nidoqueen_shadow:810;marowak_alolan:793;pachirisu:793,bronzor:488;shuckle_shadow:380;shuckle:363;smeargle:181;jellicent:300
marshtomp_shadow,Marshtomp (Shadow),64.3,,,,,MUD_SHOT,SURF,MUD_BOMB,68.1,46.2,52.3,29.3,stunfisk_galarian:820;bastiodon:730;bronzor:589;shuckle:512;nidoqueen_shadow:641,shuckle_shadow:392;jellicent:422;wobbuffet:348;wynaut:386;wobbuffet_shadow:427
hoppip,Hoppip,64.2,,,,,BULLET_SEED,GRASS_KNOT,SEED_BOMB,60.3,54.1,60.6,36.9,stunfisk_galarian:628;jellicent:798;marill:788;victreebel_shadow:664;wobbuffet_shadow:613,bastiodon:306;smeargle:277;wobbuffet:455;bronzor:265;wynaut:443
stunky,Stunky,64.2,,,,,BITE,CRUNCH,SLUDGE_BOMB,57,57.3,56.8,60.9,jellicent:884;nidoqueen_shadow:736;victreebel_shadow:653;marowak_alolan:818;budew:532,stunfisk_galarian:448;bastiodon:443;bronzor:430;smeargle:270;wobbuffet:385
flygon_shadow,Flygon (Shadow),64.1,,,,,DRAGON_TAIL,DRAGON_CLAW,EARTH_POWER,57.9,55.2,59.9,54.7,bastiodon:564;jellicent:528;nidoqueen_shadow:700;wynaut:535;marowak_alolan:692,stunfisk_galarian:372;smeargle:488;bronzor:484;wobbuffet:489;shuckle_shadow:422
grotle_shadow,Grotle (Shadow),64.1,,,,,RAZOR_LEAF,BODY_SLAM,ENERGY_BALL,55.9,53.7,50.7,64.2,stunfisk_galarian:537;jellicent:851;marill:654;pachirisu:506;slurpuff:506,bastiodon:412;smeargle:266;wobbuffet:308;shuckle_shadow:291;bronzor:188
marshtomp,Marshtomp,64.1,,,,,MUD_SHOT,SURF,MUD_BOMB,67.4,51.4,49.4,32.4,stunfisk_galarian:825;bastiodon:781;shuckle_shadow:525;shuckle:550;nidoqueen_shadow:706,bronzor:403;jellicent:355;wobbuffet:306;wynaut:301;marill:314
charizard_shadow,Charizard (Shadow),64,,,,,FIRE_SPIN,BLAST_BURN,DRAGON_CLAW,64,39.3,59,45.2,stunfisk_galarian:843;bronzor:589;victreebel_shadow:731;wobbuffet_shadow:679;cottonee:514,smeargle:377;wobbuffet:423;jellicent:416;bastiodon:125;nidoqueen_shadow:375
pelipper,Pelipper,64,,,,,WING_ATTACK,WEATHER_BALL_WATER,HURRICANE,54.2,58.8,55.9,38.9,stunfisk_galarian:915;marowak_alolan:776;skorupi:615;sandslash_alolan:684;mawile_shadow:653,smeargle:322;jellicent:383;wobbuffet:338;bronzor:211;nidoqueen_shadow:343
forretress,Forretress,63.9,,,,,BUG_BITE,EARTHQUAKE,MIRROR_SHOT,60.8,53.6,56,49.3,bastiodon:506;bronzor:641;nidoqueen_shadow:641;victreebel_shadow:722;wigglytuff:574,stunfisk_galarian:352;wobbuffet:463;shuckle_shadow:339;jellicent:355;shuckle:327
ninetales_shadow,Ninetales (Shadow),63.9,,,,,FIRE_SPIN,WEATHER_BALL_FIRE,PSYSHOCK,60.9,50.5,52.5,43.9,stunfisk_galarian:719;victreebel_shadow:671;cottonee:609;wigglytuff:506;budew:589,smeargle:381;bronzor:446;jellicent:488;bastiodon:193;wobbuffet:300
vileplume,Vileplume,63.9,,,,,RAZOR_LEAF,SLUDGE_BOMB,PETAL_BLIZZARD,62.5,52.9,45.7,59.4,stunfisk_galarian:768;jellicent:843;nidoqueen_shadow:597;marill:619;wigglytuff:641,bastiodon:468;smeargle:266;shuckle_shadow:309;wobbuffet:291;shuckle:220
azurill,Azurill,63.8,,,,,BUBBLE,BODY_SLAM,ICE_BEAM,52.4,63.7,64.2,46.7,stunfisk_galarian:562;jellicent:574;togekiss:535;mawile_shadow:523;stunky_shadow:665,bastiodon:362;smeargle:311;wobbuffet:348;shuckle_shadow:327;bronzor:219
castform_rainy,Castform (Rainy),63.8,,,,,WATER_GUN,WEATHER_BALL_WATER,THUNDER,55.4,58.8,53.6,47.9,stunfisk_galarian:523;bastiodon:623;nidoqueen_shadow:664;skorupi_shadow:541;sandslash_alolan:782,bronzor:319;shuckle:398;wobbuffet:317;shuckle_shadow:309;smeargle:174
hariyama,Hariyama,63.8,,,,,COUNTER,CLOSE_COMBAT,HEAVY_SLAM,60,48.4,57.9,52.9,stunfisk_galarian:844;bastiodon:801;sandslash_alolan:834;mawile_shadow:580;sandshrew_alolan:834,smeargle:403;shuckle:482;shuckle_shadow:333;wobbuffet:236;nidoqueen_shadow:343
snivy,Snivy,63.8,,,,,VINE_WHIP,SEED_BOMB,WRAP,58.1,58.8,58.1,40.5,stunfisk_galarian:615;jellicent:780;marill:642;victreebel_shadow:571;budew:598,bastiodon:468;smeargle:255;wobbuffet:291;bronzor:226;shuckle_shadow:214
bulbasaur,Bulbasaur,63.7,,,,,VINE_WHIP,POWER_WHIP,SEED_BOMB,59.9,51.9,55.4,38.2,stunfisk_galarian:559;jellicent:763;marill:677;victreebel_shadow:598;wigglytuff:631,bastiodon:425;shuckle_shadow:315;wobbuffet:287;shuckle:279;smeargle:122
bulbasaur_shadow,Bulbasaur (Shadow),63.7,,,,,VINE_WHIP,POWER_WHIP,SEED_BOMB,64.9,45.1,51.9,37.4,stunfisk_galarian:798;bastiodon:577;jellicent:720;marill:649;victreebel_shadow:525,wobbuffet:329;shuckle_shadow:303;shuckle:315;nidoqueen_shadow:343;smeargle:122
cresselia,Cresselia,63.6,,,,,PSYCHO_CUT,GRASS_KNOT,MOONBLAST,47.9,56.6,72,33.4,marill:587;wynaut:521;wobbuffet_shadow:510;wigglytuff:505;aromatisse:560,stunfisk_galarian:367;bastiodon:425;smeargle:359;wobbuffet:410;bronzor:265
jumpluff,Jumpluff,63.6,,,,,BULLET_SEED,AERIAL_ACE,ENERGY_BALL,57,50.7,61.3,36.1,stunfisk_galarian:613;victreebel_shadow:744;marill:653;wobbuffet_shadow:585;budew:687,smeargle:403;bastiodon:312;wobbuffet:404;jellicent:366;bronzor:250
qwilfish,Qwilfish,63.6,,,,,POISON_STING,AQUA_TAIL,SLUDGE_WAVE,53.9,43.9,65.9,29.3,bastiodon:535;nidoqueen_shadow:671;marill:621;cottonee:592;wigglytuff:614,stunfisk_galarian:392;smeargle:262;wobbuffet:376;shuckle_shadow:291;shuckle:267
relicanth,Relicanth,63.6,,,,,WATER_GUN,AQUA_TAIL,ANCIENT_POWER,57,54.1,53.6,49.2,stunfisk_galarian:563;bastiodon:680;nidoqueen_shadow:808;marowak_alolan:651;skorupi_shadow:686,bronzor:419;shuckle_shadow:386;shuckle:363;jellicent:272;smeargle:129
blastoise,Blastoise,63.5,,,,,WATER_GUN,HYDRO_CANNON,ICE_BEAM,57,52.8,58.1,48.4,stunfisk_galarian:575;bastiodon:623;nidoqueen_shadow:650;marowak_alolan:657;sandslash_alolan:746,bronzor:369;shuckle_shadow:357;wobbuffet:325;smeargle:174;shuckle:333
gyarados_shadow,Gyarados (Shadow),63.5,,,,,WATERFALL,AQUA_TAIL,CRUNCH,60,53,50.7,55.2,stunfisk_galarian:907;nidoqueen_shadow:671;wynaut:650;wobbuffet_shadow:671;marowak_alolan:821,bastiodon:312;smeargle:329;wobbuffet:451;bronzor:350;jellicent:344
latios,Latios,63.5,,,,,DRAGON_BREATH,DRAGON_CLAW,PSYCHIC,43.2,55.3,64.4,54.2,victreebel_shadow:593;oddish_shadow:525;vileplume_shadow:525;seel:584;vileplume:542,stunfisk_galarian:341;bastiodon:306;smeargle:344;wobbuffet:391;jellicent:427
nidoran_female,Nidoran♀,63.5,,,,,POISON_STING,BODY_SLAM,POISON_FANG,49.3,55.2,59.9,48.7,cottonee:800;victreebel_shadow:695;wynaut:580;wigglytuff:771;marill:547,smeargle:311;bastiodon:243;stunfisk_galarian:137;wobbuffet:444;jellicent:322
turtwig,Turtwig,63.5,,,,,RAZOR_LEAF,BODY_SLAM,SEED_BOMB,57.3,53.8,51.3,59.7,stunfisk_galarian:588;jellicent:852;marill:664;nidoqueen_shadow:505;wigglytuff:541,bastiodon:456;smeargle:233;wobbuffet:274;shuckle:285;bronzor:188
growlithe,Growlithe,63.3,,,,,EMBER,BODY_SLAM,FLAMETHROWER,62.1,47.4,54.5,48.6,stunfisk_galarian:689;bronzor:609;victreebel_shadow:725;cottonee:603;budew:597,smeargle:359;bastiodon:187;wobbuffet:357;nidoqueen_shadow:456;shuckle:291
marowak_shadow,Marowak (Shadow),63.3,,,,,MUD_SLAP,BONE_CLUB,EARTHQUAKE,70.5,47.5,50,52.8,stunfisk_galarian:866;bastiodon:795;nidoqueen_shadow:852;marowak_alolan:746;pachirisu:795,bronzor:423;smeargle:270;shuckle_shadow:446;jellicent:416;shuckle:375
ninetales,Ninetales,63.3,,,,,FIRE_SPIN,WEATHER_BALL_FIRE,SOLAR_BEAM,61.2,52.5,54.8,42.5,stunfisk_galarian:787;victreebel_shadow:664;cottonee:664;wigglytuff:616;budew:671,smeargle:325;bronzor:380;bastiodon:181;jellicent:338;wobbuffet:257
snorlax_shadow,Snorlax (Shadow),63.3,,,,,LICK,BODY_SLAM,SUPER_POWER,56.2,49.6,60.3,41.3,stunfisk_galarian:554;bastiodon:631;jellicent:704;marowak_alolan:631;skorupi:618,bronzor:346;wobbuffet:361;shuckle:303;nidoqueen_shadow:400;shuckle_shadow:250
torterra,Torterra,63.3,,,,,RAZOR_LEAF,FRENZY_PLANT,STONE_EDGE,60.7,51.8,47.3,59,stunfisk_galarian:671;bastiodon:565;jellicent:861;nidoqueen_shadow:644;pachirisu:842,shuckle_shadow:470;smeargle:233;shuckle:452;wobbuffet:274;marill:490
hitmontop,Hitmontop,63.2,,,,,COUNTER,CLOSE_COMBAT,STONE_EDGE,60.2,44.7,59.1,52,stunfisk_galarian:836;bastiodon:793;sandslash_alolan:827;mawile_shadow:577;sandshrew_alolan:827,smeargle:403;shuckle_shadow:386;shuckle:386;wobbuffet:272;bronzor:203
seedot,Seedot,63.2,,,,,BULLET_SEED,GRASS_KNOT,FOUL_PLAY,61.3,55,60,31.9,stunfisk_galarian:668;bastiodon:557;jellicent:725;marill:605;victreebel_shadow:625,bronzor:350;smeargle:214;wobbuffet:355;shuckle_shadow:267;shuckle:238
beedrill,Beedrill,63.1,,,,,POISON_JAB,X_SCISSOR,DRILL_RUN,46.4,54.2,60.7,44.2,cottonee:716;wobbuffet_shadow:777;victreebel_shadow:689;marill:587;wigglytuff:574,stunfisk_galarian:224;jellicent:488;wobbuffet:436;smeargle:151;nidoqueen_shadow:381
vibrava,Vibrava,63.1,,,,,DRAGON_BREATH,SAND_TOMB,BUG_BUZZ,54.9,59.8,53.8,56.8,bastiodon:708;jellicent:740;nidoqueen_shadow:734;victreebel_shadow:506;marowak_alolan:772,stunfisk_galarian:331;smeargle:270;shuckle:410;bronzor:315;wobbuffet:317
vullaby,Vullaby,63.1,,,,,AIR_SLASH,BRAVE_BIRD,FOUL_PLAY,47.9,48.6,69.5,47.9,jellicent:649;victreebel_shadow:783;wynaut:603;marowak_alolan:556;budew:706,stunfisk_galarian:454;bronzor:434;wobbuffet:302;bastiodon:131;smeargle:151
abomasnow,Abomasnow,63,,,,,POWDER_SNOW,WEATHER_BALL_ICE,ENERGY_BALL,45,51.3,60.2,42.8,jellicent:674;victreebel_shadow:566;cottonee:536;budew:698;pachirisu:674,stunfisk_galarian:443;bastiodon:212;bronzor:250;nidoqueen_shadow:356;smeargle:122
charizard,Charizard,63,,,,,FIRE_SPIN,BLAST_BURN,DRAGON_CLAW,61,42.2,56.6,41.8,stunfisk_galarian:843;bronzor:634;victreebel_shadow:776;cottonee:522;budew:753,smeargle:325;wobbuffet:397;jellicent:350;bastiodon:100;nidoqueen_shadow:318
dragalge,Dragalge,63,,,,,DRAGON_TAIL,AQUA_TAIL,GUNK_SHOT,49.8,59.5,58.7,54.5,jellicent:742;victreebel_shadow:781;marill:507;budew:695;marowak_alolan:515,bastiodon:418;smeargle:448;stunfisk_galarian:219;nidoqueen_shadow:493;wobbuffet:302
gligar,Gligar,63,,,,,WING_ATTACK,NIGHT_SLASH,RETURN,55.2,58.2,58.2,40.6,stunfisk_galarian:653;nidoqueen_shadow:526;wobbuffet_shadow:546;marowak_alolan:660;budew:560,bastiodon:293;smeargle:277;jellicent:455;bronzor:319;wobbuffet:334
meganium,Meganium,63,,,,,VINE_WHIP,FRENZY_PLANT,EARTHQUAKE,55.2,44.4,62.1,33.7,stunfisk_galarian:586;bastiodon:593;marill:740;victreebel_shadow:513;pachirisu:833,bronzor:361;shuckle_shadow:327;jellicent:355;wobbuffet:295;shuckle:291
machoke_shadow,Machoke (Shadow),62.9,,,,,KARATE_CHOP,CROSS_CHOP,DYNAMIC_PUNCH,59.1,44.2,56.3,40,stunfisk_galarian:771;bastiodon:697;chikorita:660;sandslash_alolan:808;seel:586,smeargle:492;shuckle_shadow:482;shuckle:386;jellicent:305;wobbuffet:212
psyduck_shadow,Psyduck (Shadow),62.9,,,,,WATER_GUN,AQUA_TAIL,CROSS_CHOP,59.1,50.9,55,50,stunfisk_galarian:813;bastiodon:506;nidoqueen_shadow:548;marowak_alolan:777;mawile_shadow:674,shuckle_shadow:488;bronzor:323;wobbuffet:297;smeargle:170;shuckle:285
bayleef,Bayleef,62.8,,,,,RAZOR_LEAF,GRASS_KNOT,ANCIENT_POWER,58.9,53.2,51.6,59.7,stunfisk_galarian:623;bastiodon:512;jellicent:870;nidoqueen_shadow:512;marill:611,smeargle:292;wobbuffet:270;bronzor:211;shuckle_shadow:232;shuckle:232
