speciesId,speciesName,score,attack,defense,hp,statProduct,fastMove,chargedMove1,chargedMove2,leadScore,switchScore,closerScore,attackerScore,topMatchups,topCounters
cradily,Cradily,98.9,105.2,140.3,144,2126,ACID,ROCK_TOMB,GRASS_KNOT,100,100,97.8,91,qwilfish_shadow:715;zapdos_shadow:711;toxtricity:625;kingdra_shadow:607;kingdra:600,empoleon_shadow:102;dewott_shadow:208;golisopod:226;palkia_shadow:305;blaziken_shadow:306
heatmor,Heatmor,72.5,134.6,92.6,134,1671,FIRE_SPIN,THUNDER_PUNCH,FLAMETHROWER,64.2,36.2,65.2,55,abomasnow_shadow:884;abomasnow:876;victreebel_mega:746;roserade:705;jumpluff_shadow:690,kingdra:105;charizard_mega_x:127;kingdra_shadow:131;palkia_shadow:155;qwilfish_shadow:186
sharpedo_shadow,Sharpedo (Shadow),72.5,166.6,64,126,1345,BITE,CRUNCH,POISON_FANG,64.5,46.9,72.3,27.4,bruxish:738;turtonator:662;cradily:646;victreebel:638;jumpluff_shadow:599,togedemaru:220;blaziken_shadow:222;ninetales_shadow:242;kingdra:266;toxtricity:326
ponyta_shadow,Ponyta (Shadow),72.4,133.5,108.2,116,1676,EMBER,FLAME_WHEEL,STOMP,71.6,59.8,71.5,36.8,jumpluff:909;abomasnow:840;roserade:801;abomasnow_shadow:801;victreebel_mega:650,qwilfish:101;pelipper:121;cramorant:123;qwilfish_shadow:134;toxtricity:233
quilava,Quilava,72.4,126.6,109.4,128,1774,EMBER,FLAME_CHARGE,DIG,63.1,39.2,70.3,52.4,jumpluff_shadow:902;abomasnow_shadow:675;abomasnow:660;bellossom_shadow:609;ninetales_shadow:542,kingdra_shadow:88;kingdra:88;qwilfish_shadow:101;charizard_mega_x:107;toxtricity:216
sharpedo,Sharpedo,72.3,166.6,64,126,1345,BITE,CRUNCH,POISON_FANG,65.3,56.5,65.7,33,bruxish:777;victreebel:718;cradily_shadow:646;abomasnow:567;turtonator:551,morpeko_full_belly:156;ninetales_shadow:218;kingdra:233;toxtricity:250;kingdra_shadow:266
pignite_shadow,Pignite (Shadow),72.1,127.3,87,158,1751,EMBER,ROCK_TOMB,FLAME_CHARGE,60.9,39.2,67.1,41.5,ninetales_shadow:734;ninetales:693;jumpluff:689;abomasnow:670;abomasnow_shadow:642,kingdra_shadow:88;kingdra:88;charizard_mega_x:107;qwilfish_shadow:134;toxtricity:220
tentacool_shadow,Tentacool (Shadow),72.1,94.1,137.8,113,1466,POISON_STING,WRAP,WATER_PULSE,66,64.6,62.1,57.5,blaziken_mega:694;blaziken_shadow:681;blaziken:646;ninetales_shadow:584;bellossom_shadow:544,togedemaru:79;morpeko_full_belly:152;zapdos:178;zapdos_shadow:223;toxtricity:355
vileplume_shadow,Vileplume (Shadow),72.1,128.8,112.7,120,1743,ACID,MOONBLAST,SLUDGE_BOMB,62,42.8,72.5,52.9,raikou:833;cradily_shadow:670;bellossom:633;leavanny:620;rillaboom:600,toxtricity:194;ninetales_shadow:226;kingdra:233;qwilfish_shadow:247;kingdra_shadow:271
exeggutor,Exeggutor,71.9,136.1,92.5,131,1650,CONFUSION,SEED_BOMB,PSYCHIC,68.7,47.9,68.7,53.3,blaziken:812;qwilfish_shadow:790;roserade:782;blaziken_shadow:729;victreebel_mega:675,samurott_hisuian:109;gyarados_mega:149;ninetales:210;ninetales_shadow:257;kingdra_shadow:275
regieleki,Regieleki,71.7,149.8,82.5,119,1472,VOLT_SWITCH,THUNDER_CAGE,HYPER_BEAM,74.3,59.3,56.7,37.1,cramorant:848;qwilfish_shadow:794;emolga:668;palkia_shadow:638;zapdos_shadow:554,turtonator:159;togedemaru:179;toxtricity:237;kingdra:237;kingdra_shadow:292
crawdaunt,Crawdaunt,71.6,144.7,98.3,109,1552,WATERFALL,NIGHT_SLASH,SCALD,66.8,64.2,62.3,43.9,blaziken_shadow:885;blaziken:885;blaziken_mega:885;bruxish:834;marowak_alolan:802,jumpluff:101;jumpluff_shadow:120;kingdra_shadow:131;abomasnow:150;qwilfish_shadow:223
weepinbell_shadow,Weepinbell (Shadow),71.6,139.3,82.6,140,1613,ACID,POWER_WHIP,SLUDGE_BOMB,59.4,37.4,69,49.7,gogoat:753;sceptile_shadow:728;flapple:692;cradily_shadow:625;leavanny:592,togedemaru:116;ninetales_shadow:226;toxtricity:233;qwilfish_shadow:247;kingdra_shadow:309
bayleef_shadow,Bayleef (Shadow),71.5,105.5,141.5,142,2122,MAGICAL_LEAF,ANCIENT_POWER,ENERGY_BALL,63.7,32,68.5,58.4,quagsire_shadow:940;gyarados_mega:665;raikou_shadow:609;kingdra:591;kingdra_shadow:563,jumpluff:81;turtonator:110;victreebel_mega:116;ninetales_shadow:123;toxtricity:182
elekid,Elekid,71.5,126,97.4,120,1474,THUNDER_SHOCK,THUNDER_PUNCH,BRICK_BREAK,72,61.5,58.7,46.6,zapdos_shadow:845;qwilfish:808;dewott_shadow:770;samurott_hisuian:770;cramorant:766,blaziken_shadow:205;leavanny:210;victreebel_mega:242;toxtricity:250;kingdra_shadow:338
floragato,Floragato,71.4,124.4,110.5,131,1803,LEAFAGE,ENERGY_BALL,PLAY_ROUGH,63.4,34.7,69.9,51.2,quagsire_shadow:919;morpeko_full_belly:713;ampharos_mega:610;kingdra:580;pelipper:576,jumpluff:81;turtonator:92;charizard_mega_x:107;ninetales_shadow:130;toxtricity:156
growlithe_shadow,Growlithe (Shadow),71.4,126.8,90.7,135,1555,EMBER,FLAME_WHEEL,BODY_SLAM,70.7,60,67.9,33,abomasnow:829;roserade:796;emolga:774;jumpluff:688;victreebel_mega:659,qwilfish:101;cramorant:123;qwilfish_shadow:134;blaziken_shadow:155;toxtricity:194
litleo,Litleo,71.3,121.5,105.7,144,1852,INCINERATE,FLAME_CHARGE,CRUNCH,67,43.4,66.2,66.5,abomasnow_shadow:913;jumpluff:788;jumpluff_shadow:763;abomasnow:756;roserade:743,kingdra:105;kingdra_shadow:122;charizard_mega_x:147;qwilfish_shadow:174;toxtricity:258
omanyte_shadow,Omanyte (Shadow),71.3,128,135.2,101,1750,MUD_SHOT,ROCK_TOMB,ROCK_BLAST,66,58.3,63.6,34.2,turtonator:876;qwilfish_shadow:861;toxtricity:816;ninetales_shadow:801;charizard_mega_x:727,rillaboom:73;emolga:76;zapdos:82;zapdos_shadow:125;victreebel_mega:130
palpitoad,Palpitoad,71.2,116.2,102.9,161,1927,MUD_SHOT,EARTH_POWER,WATER_PULSE,65,35,70.5,45.3,turtonator:860;togedemaru:838;qwilfish_shadow:689;toxtricity:670;zapdos_shadow:562,jumpluff:35;jumpluff_shadow:35;pelipper:56;kingdra_shadow:131;ninetales_shadow:146
ponyta,Ponyta,71.2,133.5,108.2,116,1676,EMBER,FLAME_WHEEL,STOMP,69.3,52.1,69.5,49.2,jumpluff_shadow:909;abomasnow_shadow:840;roserade:801;abomasnow:702;victreebel_mega:698,palkia_shadow:95;qwilfish_shadow:101;qwilfish:101;cramorant:123;zapdos_shadow:205
wailord_shadow,Wailord (Shadow),71.2,118.3,67.4,237,1892,ROLLOUT,SURF,HYPER_BEAM,62.9,44.3,61.3,39,marowak_alolan:835;charizard_mega_x:732;ninetales:563;araquanid:552;turtonator:518,togedemaru:87;samurott_hisuian:162;toxtricity:182;kingdra_shadow:182;qwilfish_shadow:199
chandelure_shadow,Chandelure (Shadow),70.9,151.4,105.2,93,1482,INCINERATE,SHADOW_BALL,ENERGY_BALL,66.2,47.2,50.1,55.3,roserade:865;victreebel_mega:860;togedemaru:860;cradily:801;toxtricity:629,kingdra:118;kingdra_shadow:144;turtonator:146;charizard_mega_x:209;ninetales_shadow:257
suicune,Suicune,70.9,106.2,143,137,2083,ICE_FANG,BUBBLE_BEAM,SCALD,71,54.4,68.5,60.6,jumpluff:689;turtonator:602;zapdos_shadow:598;emolga:598;cradily:576,togedemaru:154;ninetales:194;samurott_hisuian:231;ninetales_shadow:257;toxtricity:258
torracat,Torracat,70.9,135.5,89.8,135,1645,EMBER,FLAME_CHARGE,CRUNCH,65.3,61.6,67.9,42.2,abomasnow:688;jumpluff_shadow:685;abomasnow_mega:651;abomasnow_shadow:637;rillaboom:577,kingdra_shadow:80;palkia_shadow:95;charizard_mega_x:107;qwilfish_shadow:134;toxtricity:233
exeggcute_shadow,Exeggcute (Shadow),70.8,102.5,117.6,142,1713,CONFUSION,SEED_BOMB,ANCIENT_POWER,68.8,47.9,65.1,54.6,quagsire_shadow:781;blaziken_shadow:774;blaziken_mega:774;blaziken:742;bruxish:683,samurott_hisuian:109;gyarados_mega:149;jumpluff:199;ninetales_shadow:226;kingdra_shadow:322
minun,Minun,70.7,116.3,127,130,1922,QUICK_ATTACK,THUNDERBOLT,GRASS_KNOT,62.6,47.6,78.6,30.8,morpeko_full_belly:734;emolga:688;pelipper:669;cramorant:623;zapdos_shadow:611,samurott_hisuian:155;kingdra:156;kingdra_shadow:173;ninetales_shadow:210;toxtricity:224
darumaka_shadow,Darumaka (Shadow),70.5,131.9,82.3,157,1706,FIRE_FANG,FIRE_PUNCH,FLAME_CHARGE,67.8,44.6,56.5,63.3,abomasnow_shadow:885;roserade:863;togedemaru:834;victreebel_mega:805;rillaboom:780,kingdra:156;turtonator:163;charizard_mega_x:214;cramorant:261;kingdra_shadow:279
growlithe,Growlithe,70.5,126.8,90.7,135,1555,EMBER,FLAME_WHEEL,BODY_SLAM,68.4,53,67.5,45.3,roserade:829;abomasnow_shadow:829;rillaboom:774;abomasnow:722;victreebel_mega:700,palkia_shadow:95;qwilfish_shadow:101;qwilfish:101;cramorant:123;zapdos_shadow:205
chandelure,Chandelure,70.4,151.4,105.2,93,1482,INCINERATE,SHADOW_BALL,ENERGY_BALL,63.2,48.8,53.9,49.7,roserade:897;victreebel_mega:865;abomasnow:865;abomasnow_shadow:865;ninetales_shadow:591,kingdra_shadow:118;turtonator:128;kingdra:139;charizard_mega_x:168;qwilfish_shadow:211
exeggcute,Exeggcute,70.4,102.5,117.6,142,1713,CONFUSION,SEED_BOMB,ANCIENT_POWER,68.5,47.2,65.7,57.2,quagsire_shadow:802;bruxish:725;raikou_shadow:721;palkia_shadow:658;ampharos_mega:591,samurott_hisuian:94;gyarados_mega:125;araquanid:150;jumpluff:179;ninetales_shadow:194
jolteon,Jolteon,70.4,137.4,114.7,103,1624,THUNDER_SHOCK,DISCHARGE,LAST_RESORT,67.3,47.3,66.9,32,zapdos_shadow:864;cramorant:742;dewott_shadow:733;samurott_hisuian:733;charizard_mega_x:674,abomasnow_shadow:97;rillaboom:108;victreebel_mega:130;cradily:163;toxtricity:283
snover,Snover,70.4,109.2,100.8,142,1564,POWDER_SNOW,ENERGY_BALL,ICE_BEAM,61.4,28.5,71.2,47,flapple:757;jumpluff_shadow:721;morpeko_full_belly:718;ampharos_mega:640;rillaboom:595,ninetales_shadow:99;dewott_shadow:126;qwilfish_shadow:166;toxtricity:233;kingdra_shadow:237
omanyte,Omanyte,70.3,128,135.2,101,1750,MUD_SHOT,ROCK_TOMB,ROCK_BLAST,65.6,61.2,62.3,38.8,turtonator:886;charizard_mega_x:727;golisopod:698;abomasnow_shadow:663;pelipper:574,rillaboom:73;emolga:76;zapdos_shadow:84;victreebel_mega:130;ninetales_shadow:146
blastoise_mega,Blastoise (Mega),70,133.9,123.4,101,1671,ROLLOUT,HYDRO_CANNON,SKULL_BASH,59.8,52.1,61.1,31.5,marowak_alolan:821;marowak_alolan_shadow:787;castform_sunny:762;dewott:603;ninetales:519,togedemaru:104;victreebel_mega:172;qwilfish_shadow:174;toxtricity:182;kingdra_shadow:182
quilava_shadow,Quilava (Shadow),70,126.6,109.4,128,1774,EMBER,FLAME_CHARGE,DIG,58.6,36.8,67.2,41.7,jumpluff:902;ninetales_shadow:675;abomasnow:675;jumpluff_shadow:671;abomasnow_shadow:640,kingdra_shadow:80;kingdra:88;charizard_mega_x:107;cramorant:130;toxtricity:194
nuzleaf,Nuzleaf,69.9,125.2,78.1,157,1536,FEINT_ATTACK,LEAF_BLADE,FOUL_PLAY,62.8,39.5,66.2,45.1,quagsire_shadow:745;bruxish:703;trevenant:681;ludicolo:601;morpeko_full_belly:554,jumpluff:160;blaziken_shadow:172;ninetales_shadow:194;kingdra_shadow:233;toxtricity:271
totodile_shadow,Totodile (Shadow),69.8,110.9,104.1,127,1468,SCRATCH,AQUA_JET,CRUNCH,61.2,71.2,62.1,30.3,castform_sunny:728;swampert:602;greninja:586;swampert_shadow:574;pelipper:570,jumpluff:133;jumpluff_shadow:133;ninetales_shadow:218;toxtricity:233;kingdra_shadow:233
slowking,Slowking,69.7,113.4,120.9,144,1975,CONFUSION,SURF,BLIZZARD,69,45.7,62.6,60.1,blaziken_shadow:923;toxtricity:809;roserade:784;qwilfish_shadow:736;turtonator:618,morpeko_full_belly:105;samurott_hisuian:117;gyarados_mega:125;togedemaru:154;cradily:211
darumaka,Darumaka,69.6,131.9,82.3,157,1706,FIRE_FANG,FIRE_PUNCH,FLAME_CHARGE,65.3,43.1,60.8,64,abomasnow:885;abomasnow_shadow:882;roserade:843;victreebel_mega:754;togedemaru:754,kingdra:131;kingdra_shadow:156;cramorant:218;turtonator:238;charizard_mega_x:275
cherrim_sunny,Cherrim (Sunshine),69.5,121.8,116.2,130,1843,BULLET_SEED,WEATHER_BALL_FIRE,SOLAR_BEAM,64.2,32.6,65.2,48.5,leavanny:676;abomasnow_shadow:650;ampharos_mega:615;kingdra:550;kingdra_shadow:523,ninetales_shadow:63;turtonator:66;blaziken_shadow:88;toxtricity:105;zapdos_shadow:111
nuzleaf_shadow,Nuzleaf (Shadow),69.4,125.2,78.1,157,1536,FEINT_ATTACK,LEAF_BLADE,FOUL_PLAY,61.1,40.3,65.2,41.9,bruxish:821;raichu_alolan:757;victreebel:729;ludicolo:627;togedemaru:608,blaziken_shadow:205;ninetales_shadow:226;kingdra:233;kingdra_shadow:271;toxtricity:309
pyroar,Pyroar,69.1,135,97.9,126,1667,INCINERATE,FLAME_CHARGE,DARK_PULSE,63.1,44.5,55.7,57.7,abomasnow:900;abomasnow_shadow:876;rillaboom:757;jumpluff:746;roserade:674,kingdra_shadow:105;kingdra:122;charizard_mega_x:168;qwilfish_shadow:186;toxtricity:296
eldegoss,Eldegoss,69,108.4,160.4,119,2070,BULLET_SEED,ENERGY_BALL,GRASS_KNOT,65,36.8,68.2,61.6,gyarados_mega:819;morpeko_full_belly:777;palkia_shadow:731;raikou_shadow:684;gyarados_shadow:613,abomasnow_shadow:55;victreebel_mega:60;blaziken_shadow:88;zapdos_shadow:93;toxtricity:283
luxray,Luxray,68.9,138,98.9,119,1626,SPARK,WILD_CHARGE,PSYCHIC_FANGS,72.1,60.9,62.6,42.2,gyarados_shadow:726;emolga:710;morpeko_full_belly:663;zapdos:659;cramorant:554,ninetales_shadow:190;victreebel_mega:191;toxtricity:194;kingdra_shadow:241;cradily:305
luxray_shadow,Luxray (Shadow),68.8,138,98.9,119,1626,SPARK,WILD_CHARGE,PSYCHIC_FANGS,74,65.8,57,36.1,pelipper:844;gyarados_shadow:777;araquanid:659;zapdos:605;cramorant:588,togedemaru:162;victreebel_mega:191;ninetales_shadow:202;toxtricity:211;kingdra_shadow:279
slowking_shadow,Slowking (Shadow),68.8,113.4,120.9,144,1975,CONFUSION,SURF,BLIZZARD,70.1,47.8,55.9,57,blaziken_shadow:899;qwilfish_shadow:892;victreebel_mega:826;toxtricity:777;roserade:736,morpeko_full_belly:122;samurott_hisuian:136;gyarados_mega:149;togedemaru:170;cradily:243
sharpedo_mega,Sharpedo (Mega),68.7,160.6,85.7,101,1391,WATERFALL,CRUNCH,POISON_FANG,59.5,36.5,60.3,39.8,blaziken_shadow:896;blaziken_mega:896;blaziken:876;turtonator:589;bruxish:584,kingdra:139;jumpluff_shadow:140;kingdra_shadow:156;abomasnow:171;jumpluff:294
tirtouga,Tirtouga,68.7,114.3,132.4,130,1970,BITE,SURF,ANCIENT_POWER,61.2,49.3,60.1,43.2,palkia_shadow:730;pelipper:700;charizard_mega_x:642;cramorant:630;zapdos_shadow:534,jumpluff:68;morpeko_full_belly:80;ninetales_shadow:146;toxtricity:173;kingdra_shadow:199
volcanion,Volcanion,68.7,135.5,117.4,103,1640,INCINERATE,SCALD,OVERHEAT,63.9,51.8,60.6,49.2,abomasnow:936;roserade:747;victreebel_mega:703;jumpluff:606;ninetales_shadow:592,kingdra_shadow:105;kingdra:122;charizard_mega_x:168;qwilfish_shadow:199;toxtricity:296
carnivine,Carnivine,68.6,130.1,101.8,130,1724,VINE_WHIP,ENERGY_BALL,CRUNCH,58.9,31.8,68.5,41.5,quagsire_shadow:780;morpeko_full_belly:696;trevenant:611;ampharos_mega:607;raikou:607,victreebel_mega:98;ninetales_shadow:99;charizard_mega_x:107;toxtricity:156;kingdra_shadow:216
omastar_shadow,Omastar (Shadow),68.6,126.6,128.4,109,1773,MUD_SHOT,ROCK_SLIDE,HYDRO_PUMP,55.5,49.6,69.5,31,turtonator:899;cramorant:733;abomasnow:678;abomasnow_shadow:651;pelipper:623,rillaboom:73;bellossom_shadow:74;emolga:76;zapdos_shadow:125;victreebel_mega:130
rotom_heat,Rotom (Heat),68.5,128.8,144.9,93,1737,THUNDER_SHOCK,OVERHEAT,THUNDERBOLT,61.4,38.6,81,32,togedemaru:811;ninetales_shadow:715;jumpluff:672;emolga:607;zapdos_shadow:586,toxtricity:131;victreebel_mega:144;kingdra_shadow:156;kingdra:173;charizard_mega_x:173
floatzel,Floatzel,68.4,143.8,81.7,133,1564,WATERFALL,AQUA_JET,SWIFT,64,59.8,60.8,38.8,blaziken_mega:906;blaziken_shadow:883;blaziken:875;magmar:815;turtonator:597,jumpluff:101;kingdra:105;jumpluff_shadow:120;kingdra_shadow:131;abomasnow:150
snover_shadow,Snover (Shadow),68.2,109.2,100.8,142,1564,POWDER_SNOW,ENERGY_BALL,ICE_BEAM,56.2,27.3,67.2,43.2,ampharos_mega:785;jumpluff:721;morpeko_full_belly:661;lileep:658;cradily:630,ninetales:99;ninetales_shadow:130;samurott_hisuian:140;kingdra_shadow:233;toxtricity:271
tapu_fini,Tapu Fini,68.2,115.8,158.3,105,1926,WATER_GUN,SURF,NATURES_MADNESS,60.9,42.2,65.1,57.2,blaziken_shadow:661;charizard_mega_x:628;turtonator:628;kingdra:576;kingdra_shadow:519,bellossom_shadow:144;victreebel_mega:163;qwilfish_shadow:174;toxtricity:258;cradily:326
darmanitan_standard_shadow,Darmanitan (Standard) (Shadow),68.1,149.7,72,138,1490,INCINERATE,ROCK_SLIDE,OVERHEAT,65.9,45.5,46.8,52.4,abomasnow_shadow:873;togedemaru:869;roserade:822;victreebel_mega:735;cradily:692,kingdra:118;kingdra_shadow:144;turtonator:146;palkia_shadow:185;charizard_mega_x:209
urshifu_rapid_strike,Urshifu (Rapid Strike),68.1,136.5,97.7,121,1616,COUNTER,AQUA_JET,DYNAMIC_PUNCH,65.3,42.4,58.8,50.7,samurott_hisuian:855;abomasnow_shadow:809;gyarados_mega:785;morpeko_full_belly:756;blaziken_shadow:632,jumpluff:133;jumpluff_shadow:166;emolga:184;toxtricity:258;kingdra_shadow:309
omastar,Omastar,68,126.6,128.4,109,1773,MUD_SHOT,ROCK_SLIDE,HYDRO_PUMP,56.4,56.9,67.9,36.8,turtonator:885;charizard_mega_x:720;abomasnow_shadow:678;zapdos:577;qwilfish_shadow:527,rillaboom:73;emolga:76;zapdos_shadow:84;cradily:93;ninetales_shadow:146
totodile,Totodile,68,110.9,104.1,127,1468,SCRATCH,AQUA_JET,CRUNCH,61.2,68.1,61.6,34.9,starmie:736;charizard_shadow:606;greninja_shadow:586;blaziken:547;qwilfish:515,ninetales_shadow:146;emolga:148;cradily:211;toxtricity:258;kingdra_shadow:258
dolliv,Dolliv,67.9,118.4,122.6,130,1890,MAGICAL_LEAF,EARTH_POWER,TRAILBLAZE,61.8,29,64.9,61.4,quagsire_shadow:803;ludicolo:796;ampharos_mega:650;kingdra:557;kingdra_shadow:530,victreebel_mega:116;ninetales_shadow:123;jumpluff:127;jumpluff_shadow:143;toxtricity:182
kingler,Kingler,67.9,144.5,115.6,93,1554,MUD_SHOT,CRABHAMMER,VICE_GRIP,66.2,58,63.8,25.4,toxtricity:704;charizard_mega_x:672;blaziken_shadow:629;palkia_shadow:629;qwilfish_shadow:580,cramorant:47;zapdos:82;zapdos_shadow:125;ninetales_shadow:146;ninetales:146
relicanth,Relicanth,67.9,105.1,133.6,152,2138,WATER_GUN,AQUA_TAIL,ANCIENT_POWER,62.2,41.5,61,53.3,turtonator:723;pelipper:723;zapdos:664;charizard_mega_x:651;zapdos_shadow:601,flapple:89;rillaboom:143;victreebel_mega:172;kingdra_shadow:199;toxtricity:258
tirtouga_shadow,Tirtouga (Shadow),67.9,114.3,132.4,130,1970,BITE,SURF,ANCIENT_POWER,56.4,41.8,58.7,37.1,turtonator:746;pelipper:665;qwilfish_shadow:630;cramorant:584;charizard_mega_x:565,gyarados_mega:110;ninetales_shadow:146;emolga:148;toxtricity:173;kingdra_shadow:173
vaporeon,Vaporeon,67.9,118.4,96.9,165,1894,WATER_GUN,AQUA_TAIL,LAST_RESORT,61.2,41.8,60.8,47.8,blaziken_mega:900;marowak_alolan:724;ninetales:596;qwilfish:542;ninetales_shadow:539,kingdra:122;abomasnow_shadow:143;bellossom_shadow:152;victreebel_mega:172;toxtricity:258
breloom,Breloom,67.8,149.9,96.7,103,1494,FORCE_PALM,DYNAMIC_PUNCH,GRASS_KNOT,66.2,36.5,58.7,57.2,morpeko_full_belly:878;gyarados_mega:791;ampharos_mega:781;togedemaru:762;samurott_hisuian:747,cramorant:126;jumpluff:186;qwilfish_shadow:227;victreebel_mega:238;toxtricity:258
darmanitan_standard,Darmanitan (Standard),67.6,149.7,72,138,1490,INCINERATE,ROCK_SLIDE,OVERHEAT,62.5,46.3,51.3,48.3,abomasnow:887;roserade:844;victreebel_mega:778;cradily:735;ninetales_shadow:619,kingdra:105;kingdra_shadow:118;palkia_shadow:155;charizard_mega_x:168;toxtricity:322
luxio,Luxio,67.6,133.2,91,139,1687,BITE,WILD_CHARGE,CRUNCH,55.8,36.2,69.7,25.4,emolga:741;zapdos:694;ninetales:625;pelipper:607;ninetales_shadow:543,chesnaught_mega:99;qwilfish_shadow:166;toxtricity:173;kingdra_shadow:173;kingdra:173
rotom_mow,Rotom (Mow),67.6,128.8,144.9,93,1737,THUNDER_SHOCK,OMINOUS_WIND,LEAF_STORM,65.1,50.2,69.9,42.4,morpeko_full_belly:736;pelipper:623;togedemaru:612;cramorant:591;kingdra:580,abomasnow:97;toxtricity:118;ninetales_shadow:130;victreebel_mega:144;kingdra_shadow:156
tatsugiri_curly,Tatsugiri (Curly),67.4,137.4,108.1,109,1619,TAKE_DOWN,SURF,OUTRAGE,61.8,42.8,62,48.5,rapidash_shadow:811;vikavolt_shadow:665;raichu_mega_x:582;marowak_alolan:536;ninetales:518,cradily:156;lileep:162;togedemaru:204;kingdra:258;toxtricity:360
tatsugiri_droopy,Tatsugiri (Droopy),67.4,137.4,108.1,109,1619,TAKE_DOWN,SURF,OUTRAGE,61.8,42.8,62,48.5,rapidash_shadow:811;vikavolt_shadow:665;raichu_mega_x:582;marowak_alolan:536;ninetales:518,cradily:156;lileep:162;togedemaru:204;kingdra:258;toxtricity:360
tatsugiri_stretchy,Tatsugiri (Stretchy),67.4,137.4,108.1,109,1619,TAKE_DOWN,SURF,OUTRAGE,61.8,42.8,62,48.5,rapidash_shadow:811;vikavolt_shadow:665;raichu_mega_x:582;marowak_alolan:536;ninetales:518,cradily:156;lileep:162;togedemaru:204;kingdra:258;toxtricity:360
suicune_shadow,Suicune (Shadow),67,107.1,139.9,136,2039,ICE_FANG,BUBBLE_BEAM,SCALD,67.3,51.2,60,53.1,zapdos_shadow:761;roserade:753;jumpluff:625;zapdos:595;jumpluff_shadow:591,togedemaru:154;ninetales_shadow:242;samurott_hisuian:268;qwilfish_shadow:308;toxtricity:343
mantyke,Mantyke,66.9,100.8,163,120,1973,BUBBLE,WATER_PULSE,AERIAL_ACE,61.8,36.3,65.7,47,ninetales:733;blaziken_mega:733;blaziken:687;blaziken_shadow:670;ninetales_shadow:600,emolga:124;togedemaru:129;victreebel_mega:154;toxtricity:182;zapdos_shadow:183
simisage,Simisage,66.6,135.9,95.8,126,1642,VINE_WHIP,GRASS_KNOT,CRUNCH,54.5,31.8,66.2,38.8,quagsire_shadow:738;morpeko_full_belly:678;ludicolo:575;ampharos_mega:563;kingdra:535,turtonator:92;ninetales_shadow:99;charizard_mega_x:107;toxtricity:156;kingdra_shadow:194
arcanine_hisuian,Arcanine (Hisuian),66.5,132.4,99.4,129,1699,SNARL,WILD_CHARGE,ROCK_SLIDE,56.4,38.9,61.6,29.1,charizard_mega_x:670;ninetales:662;ninetales_shadow:639;emolga:585;zapdos_shadow:542,blaziken_shadow:88;kingdra:105;qwilfish_shadow:105;toxtricity:131;kingdra_shadow:131
tangela,Tangela,66.5,125.5,122.8,116,1790,INFESTATION,GRASS_KNOT,SLUDGE_BOMB,58,27,66.2,44.9,dipplin:642;gogoat:620;ampharos_mega:607;quagsire_shadow:577;rillaboom:521,ninetales_shadow:103;blaziken_shadow:109;toxtricity:131;zapdos_shadow:138;qwilfish_shadow:150
goldeen,Goldeen,66.3,115.9,105,120,1462,PECK,AQUA_TAIL,HORN_ATTACK,66.7,59,52.9,38.3,decidueye_hisuian:845;magmar_shadow:845;magmar:808;delphox_mega:770;victreebel_shadow:658,emolga:112;morpeko_full_belly:118;zapdos:121;zapdos_shadow:165;kingdra_shadow:194
shellos,Shellos,66.2,99.1,100.8,166,1660,MUD_SLAP,WATER_PULSE,BODY_SLAM,62.8,38.7,59.7,47.5,toxtricity:828;palkia_shadow:707;turtonator:617;qwilfish:584;ninetales_shadow:554,bellossom_shadow:101;pelipper:108;zapdos_shadow:138;emolga:144;cradily:156
deerling,Deerling,66.1,109.2,96.6,142,1499,TAKE_DOWN,WILD_CHARGE,ENERGY_BALL,61.5,40.9,61,51.6,ludicolo:742;stunfisk:728;amoonguss:672;ampharos:640;amoonguss_shadow:633,cradily:156;ninetales:182;jumpluff:212;ninetales_shadow:222;toxtricity:279
oricorio_pom_pom,Oricorio (Pom-Pom),66,130.8,102,128,1710,AIR_SLASH,AIR_CUTTER,HURRICANE,58.3,35.4,63.4,51.2,jumpluff_shadow:667;jumpluff:656;pelipper:621;araquanid:605;blaziken:605,togedemaru:104;toxtricity:182;cradily:184;zapdos_shadow:191;kingdra_shadow:233
roselia,Roselia,65.8,138.5,105.9,110,1615,POISON_JAB,SLUDGE_BOMB,DAZZLING_GLEAM,60.9,39.3,60.3,56.7,sceptile_mega:831;sceptile_shadow:790;gogoat:781;flapple:686;rillaboom:590,toxtricity:194;ninetales_shadow:226;cradily:253;togedemaru:270;kingdra_shadow:309
corsola,Corsola,65.5,108.5,142,134,2066,BUBBLE,POWER_GEM,ROCK_BLAST,58.6,32.9,58.3,45.1,turtonator:716;pelipper:675;charizard_mega_x:645;cramorant:645;zapdos_shadow:600,jumpluff_shadow:81;bellossom_shadow:82;abomasnow:87;victreebel_mega:144;toxtricity:207
rotom_fan,Rotom (Fan),65.5,128.8,144.9,93,1737,ASTONISH,THUNDERBOLT,OMINOUS_WIND,60,44.6,60,44.4,mantine:661;magmar:618;emolga:580;araquanid:575;zapdos:537,samurott_hisuian:162;cradily:197;kingdra:241;kingdra_shadow:258;toxtricity:283
entei_shadow,Entei (Shadow),65.1,128.8,95.1,139,1705,FIRE_FANG,FLAME_CHARGE,SCORCHING_SANDS,65.1,36.9,48.8,64,abomasnow:888;roserade:866;togedemaru:838;victreebel_mega:802;rillaboom:751,kingdra:135;kingdra_shadow:156;cramorant:218;qwilfish:219;qwilfish_shadow:256
