speciesId,speciesName,score,attack,defense,hp,statProduct,fastMove,chargedMove1,chargedMove2,leadScore,switchScore,closerScore,attackerScore,topMatchups,topCounters
corsola_galarian,Corsola (Galarian),98.6,99.3,163,139,2252,ASTONISH,NIGHT_SHADE,POWER_GEM,100,86.4,98.9,100,kingdra:629;cramorant:615;altaria:600;dragonair_shadow:597;cradily:521,furret:293;snorlax:296;aurorus:408;quagsire_shadow:493;lapras:494
dodrio,Dodrio,88.3,143.7,98.4,110,1557,PECK,DRILL_PECK,BRAVE_BIRD,90.6,80.9,90.4,44,corsola_galarian:850;altaria:668;cramorant:645;annihilape_shadow:631;kingdra:531,dragonair_shadow:287;lapras:379;snorlax:395;vigoroth:448;cradily:486
dubwool,Dubwool,88.3,110.6,143,128,2025,TAKE_DOWN,BODY_SLAM,WILD_CHARGE,88.9,64.8,90.6,71.2,kingdra:671;vigoroth:628;cramorant:582;altaria:554;jellicent:550,annihilape_shadow:132;aurorus:198;cradily:270;dragonair_shadow:362;corsola_galarian:489
sealeo_shadow,Sealeo (Shadow),88.3,108.9,112.8,168,2065,POWDER_SNOW,SURF,BODY_SLAM,87.3,90.6,87.5,69.4,altaria:818;dragonair_shadow:735;jumpluff:583;vigoroth:577;cramorant:553,quagsire_shadow:220;annihilape_shadow:253;corsola_galarian:374;cradily:427;kingdra:466
flamigo,Flamigo,88.1,137.9,95.5,123,1622,PECK,UPPER_HAND,BRAVE_BIRD,89.1,86.2,86.7,53.9,annihilape_shadow:792;vigoroth:752;altaria:703;corsola_galarian:670;kingdra:577,cramorant:242;dragonair_shadow:251;jellicent:291;cradily:430;lapras:483
dartrix,Dartrix,87.9,112.4,115.5,154,2001,PECK,BRAVE_BIRD,ENERGY_BALL,83.7,61.7,92.9,68.4,quagsire_shadow:860;kingdra:629;jellicent:610;vigoroth:584;cramorant:522,dragonair_shadow:263;cradily:312;annihilape_shadow:360;corsola_galarian:442;altaria:467
cresselia_shadow,Cresselia (Shadow),87.8,92,158.9,160,2340,PSYCHO_CUT,GRASS_KNOT,MOONBLAST,86.8,78.7,90.4,70.7,quagsire_shadow:756;altaria:640;kingdra:612;annihilape_shadow:600;dragonair_shadow:590,corsola_galarian:276;jellicent:381;cradily:406;vigoroth:406;cramorant:408
golisopod,Golisopod,87.8,124,134.6,108,1804,FURY_CUTTER,X_SCISSOR,AQUA_JET,87.5,79.6,88.9,70.2,cradily:773;aurorus:740;lapras:574;snorlax:527;kingdra:523,cramorant:178;dragonair_shadow:318;corsola_galarian:363;altaria:423;vigoroth:427
lileep,Lileep,87.8,100.8,138.6,151,2111,ACID,GRASS_KNOT,ANCIENT_POWER,84,64.6,92,76.5,quagsire_shadow:748;altaria:625;cramorant:556;vigoroth:513;kingdra:506,annihilape_shadow:110;jellicent:394;corsola_galarian:410;cradily:427;dragonair_shadow:460
dragalge,Dragalge,87.7,117.8,143.1,113,1906,ACID,AQUA_TAIL,OUTRAGE,87.5,77.1,85.7,68.7,altaria:676;cradily:632;vigoroth:606;annihilape_shadow:601;cramorant:548,lapras:234;kingdra:250;dragonair_shadow:330;corsola_galarian:402;jellicent:435
kecleon,Kecleon,87.7,115.5,142.2,118,1940,SUCKER_PUNCH,THUNDER_PUNCH,DYNAMIC_PUNCH,86,72.3,90.6,72.2,corsola_galarian:677;vigoroth:605;cramorant:588;cradily:546;snorlax:512,aurorus:222;kingdra:237;annihilape_shadow:253;dragonair_shadow:279;altaria:481
castform,Castform,87.6,112.6,121.2,146,1994,HEX,WEATHER_BALL_ROCK,ENERGY_BALL,86.5,79.3,88,75.8,jellicent:750;corsola_galarian:715;quagsire_shadow:647;altaria:592;cramorant:544,annihilape_shadow:217;vigoroth:251;dragonair_shadow:354;kingdra:389;cradily:444
drampa,Drampa,87.6,136.8,104.2,115,1640,DRAGON_BREATH,SWIFT,DRAGON_PULSE,87.6,85.4,81.6,59.7,jellicent:726;stunfisk:665;kingdra:604;altaria:595;corsola_galarian:556,vigoroth:210;cramorant:265;cradily:302;annihilape_shadow:357;dragonair_shadow:429
pidgeot_shadow,Pidgeot (Shadow),87.6,116.9,115.5,142,1918,GUST,TWISTER,BRAVE_BIRD,85.5,72.9,93.1,70.9,altaria:742;annihilape_shadow:742;jellicent:672;corsola_galarian:549;vigoroth:545,quagsire_shadow:298;kingdra:300;cramorant:301;cradily:371;dragonair_shadow:377
charjabug,Charjabug,87.5,114.7,134.8,126,1949,VOLT_SWITCH,X_SCISSOR,DISCHARGE,85.5,77,89.4,81.1,cramorant:817;grumpig:690;jellicent:615;annihilape_shadow:607;lapras:579,corsola_galarian:287;cradily:305;altaria:318;kingdra:411;dragonair_shadow:429
linoone,Linoone,87.5,114.1,111.7,154,1965,SHADOW_CLAW,SWIFT,GRASS_KNOT,87.1,84.6,88,79.1,jellicent:746;quagsire_shadow:730;corsola_galarian:691;lapras:584;stunfisk:561,cramorant:325;kingdra:389;altaria:416;dragonair_shadow:429;cradily:496
volbeat,Volbeat,87.5,111.4,136.2,133,2019,INFESTATION,LUNGE,THUNDERBOLT,88.5,59,85.5,82.1,lapras:601;dragonair_shadow:582;quagsire_shadow:582;cradily:545;furret:526,cramorant:142;altaria:365;corsola_galarian:420;kingdra:474;vigoroth:493
wartortle_shadow,Wartortle (Shadow),87.5,107.6,139,139,2080,BITE,AQUA_JET,ICE_BEAM,84,88.5,89.4,65.6,altaria:737;aurorus:694;jumpluff:575;quagsire_shadow:564;jellicent:546,dragonair_shadow:161;corsola_galarian:370;cradily:378;cramorant:388;kingdra:487
castform_snowy,Castform (Snowy),87.4,112.6,121.2,146,1994,POWDER_SNOW,WEATHER_BALL_ICE,BLIZZARD,85.7,64.5,89.9,71.5,altaria:859;dragonair_shadow:767;cramorant:565;vigoroth:551;cradily:537,quagsire_shadow:189;annihilape_shadow:253;jellicent:330;kingdra:457;corsola_galarian:478
orbeetle,Orbeetle,87.4,107.9,168.6,114,2075,PSYCHO_CUT,PSYSHOCK,BUG_BUZZ,87,79.6,88.9,77.3,annihilape_shadow:635;vigoroth:596;snorlax:570;kingdra:561;cradily:526,jellicent:259;corsola_galarian:276;altaria:286;cramorant:317;dragonair_shadow:425
piloswine,Piloswine,87.4,121,99.4,154,1855,POWDER_SNOW,ICICLE_SPEAR,HIGH_HORSEPOWER,81.4,65,91.5,66.6,altaria:801;aurorus:607;furret:584;quagsire_shadow:551;vigoroth:538,kingdra:216;corsola_galarian:352;dragonair_shadow:358;cramorant:460;cradily:486
samurott,Samurott,87.4,128,100.8,136,1756,FURY_CUTTER,HYDRO_CANNON,MEGAHORN,84.4,92.6,90.6,55.4,cradily:775;aurorus:742;kingdra:580;furret:569;vigoroth:525,dragonair_shadow:240;corsola_galarian:273;altaria:315;cramorant:408;annihilape_shadow:475
wobbuffet,Wobbuffet,87.4,63,101.6,333,2134,COUNTER,MIRROR_COAT,RETURN,81.1,58.2,85,91.6,aurorus:684;vigoroth:653;snorlax:618;quagsire_shadow:615;lapras:570,corsola_galarian:161;cramorant:293;altaria:365;cradily:413;kingdra:419
articuno,Articuno,87.3,112.6,139.6,126,1981,POWDER_SNOW,ICY_WIND,HURRICANE,88.5,66.8,87.1,75,altaria:805;vigoroth:646;kingdra:571;dragonair_shadow:563;cradily:511,aurorus:149;quagsire_shadow:189;corsola_galarian:323;lapras:335;jellicent:403
cetoddle,Cetoddle,87.3,112.6,79.8,213,1915,POWDER_SNOW,AVALANCHE,BODY_SLAM,87.1,82.9,88.9,78.6,cradily:814;altaria:791;dragonair_shadow:748;kingdra:671;vigoroth:542,quagsire_shadow:189;annihilape_shadow:253;jellicent:285;lapras:326;corsola_galarian:381
slowbro,Slowbro,87.2,113.4,120.9,144,1975,CONFUSION,DRAIN_PUNCH,ICE_BEAM,91.9,72.6,82.2,74.3,kingdra:652;altaria:621;cramorant:614;dragonair_shadow:559;cradily:510,jellicent:195;corsola_galarian:197;araquanid:356;furret:406;stunfisk:491
victreebel_shadow,Victreebel (Shadow),87.2,135.1,93.5,131,1656,SUCKER_PUNCH,LEAF_BLADE,ACID_SPRAY,89.6,88.2,87.6,46.8,jellicent:812;annihilape_shadow:767;corsola_galarian:721;vigoroth:690;kingdra:507,aurorus:222;altaria:347;dragonair_shadow:358;cradily:430;snorlax:475
fearow,Fearow,87.1,131.4,104.6,124,1706,PECK,DRILL_PECK,DRILL_RUN,84.7,87.6,88.5,63.6,annihilape_shadow:713;jumpluff:701;jellicent:633;araquanid:596;ninetales_shadow:564,dragonair_shadow:251;cradily:333;corsola_galarian:366;altaria:394;kingdra:457
aerodactyl_shadow,Aerodactyl (Shadow),87,134.4,103.3,120,1667,DRAGON_BREATH,ROCK_SLIDE,BRUTAL_SWING,93.7,97.8,82,40.4,altaria:745;cramorant:708;kingdra:695;vigoroth:641;dragonair_shadow:620,aurorus:167;quagsire_shadow:201;corsola_galarian:395;cradily:409;jellicent:432
dondozo,Dondozo,87,104.5,109.7,187,2146,WATERFALL,SURF,OUTRAGE,86.6,70.1,90.1,65.1,quagsire_shadow:671;aurorus:598;annihilape_shadow:566;kingdra:532;corsola_galarian:524,dragonair_shadow:377;altaria:463;vigoroth:465;cramorant:468;cradily:482
gliscor,Gliscor,87,115.6,144.4,116,1939,WING_ATTACK,NIGHT_SLASH,ACROBATICS,86.5,64,89.7,75.3,jumpluff:719;quagsire_shadow:672;cradily:607;vigoroth:560;corsola_galarian:530,cramorant:273;kingdra:283;dragonair_shadow:342;altaria:438;annihilape_shadow:446
electrode_hisuian,Electrode (Hisuian),86.9,123.2,128.7,115,1825,THUNDER_SHOCK,WILD_CHARGE,ENERGY_BALL,79.8,64.5,92.4,62.5,jellicent:865;quagsire_shadow:865;lapras:821;cramorant:604;kingdra:573,cradily:239;corsola_galarian:356;altaria:365;dragonair_shadow:413;vigoroth:448
gyarados,Gyarados,86.8,130.7,108.5,121,1717,DRAGON_BREATH,AQUA_TAIL,TWISTER,86.8,84.8,85,66.4,dragonair_shadow:698;kingdra:603;snorlax:561;annihilape_shadow:516;cramorant:504,cradily:288;corsola_galarian:323;vigoroth:403;jellicent:416;altaria:492
hakamo_o,Hakamo-o,86.7,115.5,135.5,124,1942,DRAGON_TAIL,BRICK_BREAK,ROCK_TOMB,85.2,75.6,74.1,75.3,altaria:705;furret:689;cradily:629;quagsire_shadow:608;kingdra:540,cramorant:317;annihilape_shadow:364;dragonair_shadow:366;vigoroth:465;corsola_galarian:489
ledian,Ledian,86.7,101.3,162.5,134,2208,ROLLOUT,DYNAMIC_PUNCH,ACROBATICS,83.4,58.1,89.9,70.4,aurorus:768;annihilape_shadow:750;dragonair_shadow:578;furret:526;altaria:503,cradily:291;corsola_galarian:294;cramorant:349;kingdra:372;vigoroth:465
regirock,Regirock,86.7,104.5,179.9,114,2144,LOCK_ON,STONE_EDGE,FOCUS_BLAST,84.2,77.9,93.1,65.3,cramorant:640;cradily:592;dragonair_shadow:565;altaria:557;corsola_galarian:517,annihilape_shadow:75;quagsire_shadow:248;jellicent:317;kingdra:381;lapras:396
trumbeak_shadow,Trumbeak (Shadow),86.7,133.7,94.3,132,1665,PECK,DRILL_PECK,ROCK_BLAST,90.8,84.3,85.9,44.7,vigoroth:693;annihilape_shadow:689;quagsire_shadow:651;cramorant:617;kingdra:511,dragonair_shadow:322;cradily:406;altaria:431;snorlax:446;corsola_galarian:449
lopunny,Lopunny,86.6,112,143.6,124,1996,LOW_KICK,THUNDER_PUNCH,TRIPLE_AXEL,85,78.1,83.6,79.3,corsola_galarian:657;vigoroth:600;snorlax:596;cradily:580;altaria:548,annihilape_shadow:264;cramorant:329;dragonair_shadow:385;kingdra:389;quagsire_shadow:397
victreebel,Victreebel,86.6,135.1,93.5,131,1656,SUCKER_PUNCH,LEAF_BLADE,SLUDGE_BOMB,86.6,75.4,81.8,57.2,jellicent:835;annihilape_shadow:805;quagsire_shadow:709;dragonair_shadow:568;kingdra:541,cramorant:242;altaria:307;cradily:381;vigoroth:468;corsola_galarian:496
gyarados_shadow,Gyarados (Shadow),86.5,130.7,108.5,121,1717,DRAGON_BREATH,AQUA_TAIL,TWISTER,90.3,85.1,84.6,48,annihilape_shadow:793;altaria:760;ninetales_shadow:710;dragonair_shadow:698;aurorus:504,kingdra:309;corsola_galarian:341;cradily:357;jellicent:407;vigoroth:417
solrock,Solrock,86.5,119.1,108.6,145,1876,PSYWAVE,WEATHER_BALL_FIRE,ROCK_SLIDE,85.8,89,83.8,64.8,annihilape_shadow:765;aurorus:672;deoxys_defense:586;jumpluff:544;ninetales_shadow:537,kingdra:309;cradily:315;cramorant:325;corsola_galarian:345;altaria:489
glalie,Glalie,86.4,115.2,120.7,140,1948,ROLLOUT,AVALANCHE,SHADOW_BALL,81.7,79,90.8,58.5,altaria:771;dragonair_shadow:750;jumpluff:710;cramorant:542;stunfisk:528,annihilape_shadow:89;cradily:368;corsola_galarian:374;vigoroth:420;kingdra:466
mew,Mew,86.4,120.4,119.3,129,1855,SHADOW_CLAW,WILD_CHARGE,PSYSHOCK,83.5,81,91.5,58.7,ninetales_shadow:631;jellicent:573;cramorant:550;lapras:546;dragonair_shadow:511,vigoroth:293;altaria:336;corsola_galarian:384;kingdra:453;cradily:454
blastoise_shadow,Blastoise (Shadow),86.3,112.1,137.7,130,2008,BITE,HYDRO_CANNON,SKULL_BASH,81.2,82.1,89,56.7,aurorus:769;cramorant:550;araquanid:546;quagsire_shadow:542;jellicent:511,dragonair_shadow:161;cradily:302;altaria:318;kingdra:343;corsola_galarian:377
dewgong,Dewgong,86.3,101.9,136.9,157,2192,ICE_SHARD,ICY_WIND,DRILL_RUN,85.2,74.6,82.9,73.7,jumpluff:732;altaria:716;dragonair_shadow:589;snorlax:570;stunfisk:566,vigoroth:410;kingdra:415;cramorant:448;corsola_galarian:449;cradily:475
feraligatr_shadow,Feraligatr (Shadow),86.3,123.8,117.3,125,1818,SHADOW_CLAW,HYDRO_CANNON,ICE_BEAM,80.6,91.8,88.9,50.1,aurorus:716;altaria:708;quagsire_shadow:704;annihilape_shadow:656;kingdra:536,cramorant:222;dragonair_shadow:279;vigoroth:355;cradily:472;corsola_galarian:489
rufflet,Rufflet,86.3,126.7,92.1,152,1775,PECK,BRAVE_BIRD,FLY,79.1,54.6,92.7,56.2,jellicent:694;snorlax:552;furret:542;vigoroth:539;altaria:532,kingdra:216;cramorant:242;dragonair_shadow:279;cradily:465;corsola_galarian:489
amaura_shadow,Amaura (Shadow),86.2,114.2,104.1,165,1965,POWDER_SNOW,WEATHER_BALL_ICE,THUNDERBOLT,83.5,72.9,82.2,66.1,jumpluff:915;cradily:878;altaria:833;stunfisk:587;vigoroth:506,annihilape_shadow:232;jellicent:233;dragonair_shadow:393;kingdra:449;corsola_galarian:492
gligar_shadow,Gligar (Shadow),86.2,108.4,145.3,131,2065,WING_ATTACK,NIGHT_SLASH,DIG,87.8,75.4,81.3,78.6,annihilape_shadow:858;snorlax:591;corsola_galarian:549;cradily:545;altaria:522,kingdra:300;cramorant:321;lapras:332;vigoroth:358;dragonair_shadow:397
lumineon,Lumineon,86.2,109,137.4,137,2052,GUST,AQUA_TAIL,SILVER_WIND,87,85.9,83,79.8,lapras:609;ninetales_shadow:609;annihilape_shadow:587;quagsire_shadow:587;grumpig:583,altaria:409;kingdra:411;cramorant:420;corsola_galarian:438;cradily:465
bellossom_shadow,Bellossom (Shadow),86.1,115,132.2,128,1948,ACID,LEAF_BLADE,DAZZLING_GLEAM,83.9,77.9,85.5,64.6,quagsire_shadow:925;stunfisk:769;snorlax:582;kingdra:570;jellicent:519,corsola_galarian:312;cradily:319;dragonair_shadow:417;cramorant:452;altaria:489
charjabug_shadow,Charjabug (Shadow),86.1,114.7,134.8,126,1949,VOLT_SWITCH,X_SCISSOR,DISCHARGE,86.2,79.6,86.7,72.5,lapras:837;cramorant:829;jellicent:829;annihilape_shadow:591;vigoroth:511,dragonair_shadow:220;corsola_galarian:352;cradily:361;altaria:362;kingdra:491
salamence_shadow,Salamence (Shadow),86.1,143.4,93,117,1562,DRAGON_TAIL,FLY,BRUTAL_SWING,90.1,66.7,89,35.8,annihilape_shadow:764;jellicent:756;jumpluff:606;altaria:547;kingdra:534,dragonair_shadow:334;cradily:350;vigoroth:417;cramorant:444;corsola_galarian:471
spinda,Spinda,86.1,110,110,142,1721,SUCKER_PUNCH,ROCK_TOMB,ICY_WIND,86.8,78.2,80.1,66.4,jellicent:753;corsola_galarian:746;altaria:570;quagsire_shadow:570;aurorus:507,cramorant:281;dragonair_shadow:362;cradily:430;kingdra:444;vigoroth:479
emolga,Emolga,85.9,127.5,110.2,125,1758,THUNDER_SHOCK,ACROBATICS,DISCHARGE,82.7,72.6,89.9,63.1,araquanid:856;cramorant:776;jumpluff:636;jellicent:600;snorlax:556,dragonair_shadow:255;cradily:312;kingdra:355;corsola_galarian:388;altaria:398
amaura,Amaura,85.8,114.2,104.1,165,1965,POWDER_SNOW,WEATHER_BALL_ICE,THUNDERBOLT,82.7,74.6,85.5,76.8,jumpluff:915;altaria:833;cramorant:566;dragonair_shadow:527;cradily:524,annihilape_shadow:228;corsola_galarian:352;kingdra:372;vigoroth:389;jellicent:429
gogoat,Gogoat,85.8,119.7,94.9,165,1876,VINE_WHIP,LEAF_BLADE,ROCK_SLIDE,86.2,73.9,84.1,71.7,quagsire_shadow:915;aurorus:751;jellicent:587;snorlax:566;vigoroth:551,altaria:322;dragonair_shadow:350;cradily:413;kingdra:444;corsola_galarian:460
ludicolo,Ludicolo,85.8,116.4,123.6,134,1931,ASTONISH,WEATHER_BALL_WATER,ENERGY_BALL,87,73.1,83.8,79.1,jellicent:847;quagsire_shadow:843;aurorus:630;kingdra:604;annihilape_shadow:507,snorlax:302;cradily:329;vigoroth:348;dragonair_shadow:425;altaria:431
drifblim,Drifblim,85.7,119.1,75.7,209,1887,HEX,ICY_WIND,SHADOW_BALL,88.5,62.5,86.2,68.7,vigoroth:700;corsola_galarian:653;dragonair_shadow:643;altaria:602;kingdra:557,furret:228;lapras:340;cradily:434;quagsire_shadow:478;cramorant:492
lileep_shadow,Lileep (Shadow),85.7,100.8,138.6,151,2111,ACID,GRASS_KNOT,ANCIENT_POWER,79.4,59.6,92.4,55.7,vigoroth:635;cramorant:586;cradily:546;dragonair_shadow:536;kingdra:533,aurorus:103;annihilape_shadow:146;corsola_galarian:323;jumpluff:437;altaria:452
slowking_galarian,Slowking (Galarian),85.7,117.3,117.9,138,1910,ACID,PSYSHOCK,SHADOW_BALL,86.3,86.7,86.4,61.3,dragonair_shadow:750;grumpig:666;jumpluff:630;lapras:576;annihilape_shadow:572,altaria:362;corsola_galarian:388;vigoroth:389;jellicent:397;cradily:479
bellibolt,Bellibolt,85.6,115,110.1,154,1953,THUNDER_SHOCK,ZAP_CANNON,PARABOLIC_CHARGE,87.3,60.6,88.9,66.4,jellicent:655;lapras:652;cramorant:639;altaria:607;corsola_galarian:568,dragonair_shadow:133;quagsire_shadow:263;cradily:309;vigoroth:389;kingdra:394
dewott,Dewott,85.6,122.6,99.7,149,1823,FURY_CUTTER,AQUA_TAIL,X_SCISSOR,84.4,81.4,83.4,70.4,deoxys_defense:593;lapras:546;grumpig:540;quagsire_shadow:530;vigoroth:510,altaria:264;corsola_galarian:341;kingdra:406;cradily:430;cramorant:456
piloswine_shadow,Piloswine (Shadow),85.6,121,99.4,154,1855,POWDER_SNOW,ICICLE_SPEAR,HIGH_HORSEPOWER,81.4,67.3,86.6,52.1,cradily:866;jumpluff:866;altaria:801;aurorus:698;snorlax:555,cramorant:242;kingdra:258;dragonair_shadow:429;vigoroth:451;corsola_galarian:489
bellossom,Bellossom,85.5,115,132.2,128,1948,ACID,LEAF_BLADE,DAZZLING_GLEAM,82.7,76.5,85.2,76.8,quagsire_shadow:824;snorlax:613;kingdra:597;jellicent:597;furret:574,altaria:206;dragonair_shadow:385;corsola_galarian:392;cradily:409;cramorant:416
trevenant_shadow,Trevenant (Shadow),85.5,127.8,104.6,131,1752,SHADOW_CLAW,SHADOW_BALL,FOUL_PLAY,81.9,71.5,85.7,57.2,annihilape_shadow:858;jellicent:744;vigoroth:599;corsola_galarian:583;lapras:553,cramorant:242;dragonair_shadow:287;cradily:451;kingdra:474;altaria:478
turtonator,Turtonator,85.5,113.5,153.6,113,1971,INCINERATE,BRUTAL_SWING,DRAGON_CLAW,83.2,86,84.5,70.4,jumpluff:637;stunfisk:623;araquanid:623;jellicent:601;lapras:526,kingdra:241;cramorant:297;corsola_galarian:359;altaria:420;cradily:451
aipom_shadow,Aipom (Shadow),85.4,124.3,106.7,135,1792,SCRATCH,SWIFT,AERIAL_ACE,85.2,86,79.5,55.4,fearow:762;stunfisk:588;ninetales_shadow:577;dragonair_shadow:503;jumpluff:503,cramorant:265;cradily:295;altaria:420;kingdra:461;corsola_galarian:474
froslass_shadow,Froslass (Shadow),85.4,122.5,114.8,130,1831,POWDER_SNOW,AVALANCHE,SHADOW_BALL,77.3,59.2,91.1,51.9,cradily:857;altaria:730;snorlax:619;vigoroth:569;corsola_galarian:503,jellicent:131;kingdra:258;cramorant:265;annihilape_shadow:289;dragonair_shadow:429
gligar,Gligar,85.4,108.4,145.3,131,2065,WING_ATTACK,NIGHT_SLASH,DIG,85.2,74,83,83.4,stunfisk:713;ninetales_shadow:690;grumpig:606;jellicent:541;corsola_galarian:530,cramorant:265;cradily:406;kingdra:423;altaria:460;dragonair_shadow:492
aerodactyl,Aerodactyl,85.3,134.4,103.3,120,1667,DRAGON_BREATH,ROCK_SLIDE,BRUTAL_SWING,90.1,91.5,78.3,54.1,cramorant:750;altaria:745;dragonair_shadow:695;kingdra:645;vigoroth:637,cradily:333;quagsire_shadow:341;corsola_galarian:363;jellicent:391;annihilape_shadow:403
aipom,Aipom,85.3,124.3,106.7,135,1792,SCRATCH,SWIFT,AERIAL_ACE,83.2,82.1,80.6,67.4,dragonair_shadow:729;feraligatr:629;dunsparce:607;lapras:525;stunfisk:507,cramorant:265;altaria:322;corsola_galarian:377;cradily:385;kingdra:474
dragonite_shadow,Dragonite (Shadow),85.1,135.8,107.3,113,1647,DRAGON_BREATH,THUNDER_PUNCH,SUPER_POWER,91.6,66.7,90.6,41.7,cradily:774;annihilape_shadow:774;vigoroth:641;cramorant:610;altaria:553,aurorus:167;jumpluff:362;kingdra:381;corsola_galarian:424;dragonair_shadow:444
vespiquen,Vespiquen,85.1,108.8,143.4,132,2062,FURY_CUTTER,X_SCISSOR,POWER_GEM,81.1,77.8,83,70.7,grumpig:844;araquanid:666;deoxys_defense:640;snorlax:621;jumpluff:522,corsola_galarian:241;cramorant:273;kingdra:436;cradily:440;altaria:467
raikou,Raikou,85,131.9,110.6,116,1693,THUNDER_SHOCK,WILD_CHARGE,AURA_SPHERE,86.2,70.3,90.4,52.9,jellicent:840;lapras:823;annihilape_shadow:672;kingdra:577;cramorant:564,cradily:305;corsola_galarian:363;altaria:380;dragonair_shadow:401;vigoroth:475
servine,Servine,85,105.8,140.3,142,2110,VINE_WHIP,GRASS_KNOT,WRAP,82.7,67.5,83.4,87.5,quagsire_shadow:911;jellicent:665;kingdra:640;annihilape_shadow:595;corsola_galarian:559,dragonair_shadow:374;cramorant:376;altaria:387;vigoroth:400;cradily:454
slowbro_shadow,Slowbro (Shadow),85,113.4,120.9,144,1975,CONFUSION,DRAIN_PUNCH,ICE_BEAM,89.9,77.8,79,65.3,altaria:593;cramorant:552;vigoroth:552;dragonair_shadow:513;kingdra:506,araquanid:224;jellicent:227;corsola_galarian:273;furret:321;cradily:392
starmie_shadow,Starmie (Shadow),85,133.1,122,104,1690,PSYWAVE,AQUA_JET,POWER_GEM,84.8,88.7,82.2,40.7,lapras:774;annihilape_shadow:759;vigoroth:706;altaria:663;cramorant:629,jellicent:205;corsola_galarian:219;kingdra:258;dragonair_shadow:287;cradily:437
tentacruel,Tentacruel,85,108.9,143.5,131,2047,ACID,SCALD,PAYBACK,82.2,69.6,88.5,60.8,kingdra:667;cradily:652;jumpluff:645;annihilape_shadow:614;cramorant:595,dragonair_shadow:263;snorlax:366;corsola_galarian:417;vigoroth:448;altaria:467
trevenant,Trevenant,85,127.8,104.6,131,1752,SHADOW_CLAW,SEED_BOMB,SHADOW_BALL,83,65.7,85.3,65.1,vigoroth:603;kingdra:568;corsola_galarian:538;dragonair_shadow:519;cradily:511,cramorant:222;altaria:231;snorlax:251;furret:271;lapras:418
ampharos_shadow,Ampharos (Shadow),84.9,126.8,107.9,129,1766,VOLT_SWITCH,BRUTAL_SWING,TRAILBLAZE,87.1,86,77.8,57.5,cramorant:887;jellicent:806;lapras:763;annihilape_shadow:647;kingdra:511,dragonair_shadow:192;cradily:329;altaria:373;corsola_galarian:435;vigoroth:496
amoonguss,Amoonguss,84.8,109.3,105.9,177,2050,ASTONISH,FOUL_PLAY,GRASS_KNOT,82.4,64.8,87.3,73.7,annihilape_shadow:661;jellicent:661;kingdra:658;corsola_galarian:596;cramorant:511,dragonair_shadow:279;snorlax:302;altaria:311;vigoroth:341;cradily:368
milotic,Milotic,84.8,113.1,133.8,131,1985,WATERFALL,AQUA_TAIL,WRAP,84.4,72.5,79,76,aurorus:877;quagsire_shadow:599;stunfisk:595;annihilape_shadow:526;vigoroth:522,cradily:281;kingdra:309;cramorant:400;altaria:416;corsola_galarian:478
ninetales,Ninetales,84.8,114.3,135.5,126,1954,EMBER,WEATHER_BALL_FIRE,ENERGY_BALL,79.6,81.2,85.2,72,jumpluff:789;quagsire_shadow:599;furret:591;stunfisk:587;jellicent:503,kingdra:152;cramorant:186;cradily:236;altaria:384;corsola_galarian:406
druddigon,Druddigon,84.7,131.2,111.2,117,1709,DRAGON_TAIL,NIGHT_SLASH,ROCK_TOMB,82.4,71.7,76.5,58.2,ninetales_shadow:679;deoxys_defense:615;altaria:585;araquanid:538;dragonair_shadow:534,vigoroth:320;corsola_galarian:327;cramorant:369;cradily:399;kingdra:453
croconaw,Croconaw,84.6,117.7,120,135,1908,SCRATCH,ICE_PUNCH,WATER_PULSE,82.9,83.9,84.6,62.5,dragonair_shadow:744;aurorus:703;quagsire_shadow:581;jumpluff:529;vigoroth:511,cradily:281;corsola_galarian:287;cramorant:376;kingdra:385;altaria:489
ariados,Ariados,84.5,124.2,103.8,140,1806,POISON_STING,LUNGE,FOUL_PLAY,84,77.6,81.6,65.9,cradily:642;furret:614;annihilape_shadow:592;vigoroth:575;dragonair_shadow:550,cramorant:178;snorlax:320;altaria:405;kingdra:470;corsola_galarian:478
samurott_shadow,Samurott (Shadow),84.5,128,100.8,136,1756,FURY_CUTTER,HYDRO_CANNON,MEGAHORN,82.7,83.5,87.1,36.8,cradily:775;aurorus:716;quagsire_shadow:705;vigoroth:702;annihilape_shadow:628,cramorant:178;dragonair_shadow:318;altaria:322;kingdra:398;corsola_galarian:402
starmie,Starmie,84.5,133.1,122,104,1690,PSYWAVE,AQUA_JET,POWER_GEM,82.4,79.2,82.3,54.1,annihilape_shadow:778;altaria:774;aurorus:730;lapras:591;dragonair_shadow:586,cramorant:265;corsola_galarian:309;cradily:368;kingdra:381;vigoroth:431
ursaring_shadow,Ursaring (Shadow),84.5,139.6,91.3,126,1607,SHADOW_CLAW,CLOSE_COMBAT,SWIFT,92.6,84.5,78.5,34.8,cradily:757;vigoroth:678;dragonair_shadow:638;jellicent:563;corsola_galarian:507,aurorus:195;cramorant:242;annihilape_shadow:346;altaria:394;kingdra:474
ampharos,Ampharos,84.4,126.8,107.9,129,1766,VOLT_SWITCH,BRUTAL_SWING,TRAILBLAZE,84.4,79.6,81.1,71.2,cramorant:856;jellicent:833;vigoroth:686;annihilape_shadow:686;quagsire_shadow:612,cradily:312;altaria:329;corsola_galarian:359;dragonair_shadow:393;kingdra:453
